run_idx,w,lambda_loss,seed,algo,env,mean_reward,collapsed,final_value_loss,final_explained_variance
58,0.4,1,60,PPO,MPE_CoopNav,-90.04913007861487,True,34.879023616445195,0.37210419995378746
60,0.45,1,42,PPO,MPE_CoopNav,-88.00337591005848,True,25.62511686956684,0.41914375878097765
64,0.45,1,46,PPO,MPE_CoopNav,-85.8629101600799,True,26.14861755276459,0.4642058917525178
52,0.4,1,54,PPO,MPE_CoopNav,-92.23341990614246,True,22.964083927144777,0.5167078836731585
59,0.4,1,61,PPO,MPE_CoopNav,-80.39246795247695,True,25.643752173821845,0.49443306017872163
57,0.4,1,59,PPO,MPE_CoopNav,-84.00508632671331,True,31.51091240981782,0.30209881935397426
79,0.45,1,61,PPO,MPE_CoopNav,-65.40579849344638,True,30.10589460951113,0.21561620001908913
37,0.35,1,59,PPO,MPE_CoopNav,-87.30591543953645,True,16.788687986730768,0.6714155717911473
17,0.3,1,59,PPO,MPE_CoopNav,-55.705348083931256,True,22.434314606665954,0.2725173600122962
19,0.3,1,61,PPO,MPE_CoopNav,-63.69782673931098,True,25.4572922522982,0.43336904595549985
14,0.3,1,56,PPO,MPE_CoopNav,-82.84729132272257,True,14.051809093092833,0.6678065095721684
28,0.35,1,50,PPO,MPE_CoopNav,-85.58278822123268,True,14.33039614417031,0.6368195889624988
47,0.4,1,49,PPO,MPE_CoopNav,-72.61880529157573,True,19.506623446475835,0.5778445336638584
18,0.3,1,60,PPO,MPE_CoopNav,-62.25019792651752,True,21.33163340531299,0.2926406015125646
5,0.3,1,47,PPO,MPE_CoopNav,-71.5095238898788,True,15.122179795334189,0.6294826948430947
16,0.3,1,58,PPO,MPE_CoopNav,-77.78542152792708,True,18.767343448043327,0.506115632119771
31,0.35,1,53,PPO,MPE_CoopNav,-75.95770064417964,True,18.598356780108354,0.5820370173503892
40,0.4,1,42,PPO,MPE_CoopNav,-69.85618487616021,True,25.806550920391206,0.3721395222119577
33,0.35,1,55,PPO,MPE_CoopNav,-70.21995574829185,True,28.11553599098733,0.3225488078502626
44,0.4,1,46,PPO,MPE_CoopNav,-122.73479855658786,True,15.207062996914384,0.7075663506889313
41,0.4,1,43,PPO,MPE_CoopNav,-66.0444615128417,True,24.993148922859177,0.34835125547899326
36,0.35,1,58,PPO,MPE_CoopNav,-70.76071878007899,True,21.682962426150198,0.44063039249937297
25,0.35,1,47,PPO,MPE_CoopNav,-83.65959711342596,True,14.874149694901423,0.6972098388779484
45,0.4,1,47,PPO,MPE_CoopNav,-74.98467970368269,True,28.274611551279293,0.34783940047750705
