w,lambda,seed,mean_S,profit,lost_sales,bullwhip,mean_order,mean_inventory,collapsed,final_value_loss,final_explained_variance,train_steps
0.8,1.0,43,92.31498837471008,-83.40000000000013,0.476565063044892,0.014443101642167586,0.08888888888888889,192.39032258064518,0,3332.2665490870463,0.3564879645903905,300000
0.8,1.0,44,0.0,-55.59849999999993,0.45111865369094356,0.0888393611246805,0.3325925925925926,189.90645161290323,0,2587.0447103190622,0.42957664185609573,300000
0.8,1.0,45,112.24089562892914,247.82120000000003,0.17544705650434125,0.4544719748511298,0.802962962962963,168.7301075268817,0,3468.7246407533307,0.42684858451541674,300000
0.8,1.0,46,138.37415724992752,221.69600000000045,0.16900181871091843,0.8108459817148794,0.7407407407407407,170.55268817204302,0,2734.18209512716,0.46062805751959485,300000
0.8,1.0,47,142.61233061552048,262.46099999999973,0.14151121018447682,1.0620214197744127,0.8333333333333334,167.75430107526884,0,2631.483084002112,0.44655433067908656,300000
0.8,1.0,48,133.98709893226624,193.27500000000003,0.2234398673106858,3.925798246852574,2.1592592592592594,163.50591397849462,0,2804.6305055536777,0.36481316069252473,300000
0.8,1.0,49,0.0,34.81520000000006,0.37911376168602046,1.3624686219379378,1.2418518518518518,181.344623655914,0,2407.321411176285,0.37119034378447086,300000
0.8,1.0,50,124.15952980518341,104.41799999999981,0.2980484053779332,0.3935715588689287,0.48148148148148145,178.15913978494623,0,2931.863619723415,0.44656474047746414,300000
0.8,1.0,51,222.5419580936432,460.97000000000037,0.03715506805506245,3.8064902140054215,1.5925925925925926,154.07365591397848,0,3371.7773843031664,0.4792251106765535,300000
0.8,1.0,52,214.70727026462555,460.97000000000037,0.037235582552371874,3.9065777254403273,1.5925925925925926,153.97741935483867,0,2525.7900875819714,0.46163576726730055,300000
0.8,1.0,53,61.430543661117554,191.36849999999998,0.22371796437882133,0.30736634613493324,0.6896296296296296,175.11827956989248,0,2860.7649433103384,0.3565454891858957,300000
0.8,1.0,54,57.83781409263611,447.80289999999997,0.08828282195982663,4.05297428558575,1.8455555555555556,152.15806451612903,0,3081.661974975934,0.3861985727507844,300000
0.8,1.0,55,0.0,451.11370000000005,0.08749553582439647,2.529179090593483,1.3996296296296296,158.3747311827957,0,2210.335727336264,0.425749530012791,300000
0.8,1.0,56,0.0,99.6686,0.39515716449802507,0.817773291861076,0.6718518518518518,182.43655913978495,0,2511.8432702219384,0.41012721094820237,300000
0.8,1.0,57,194.35181468725204,462.43399999999986,0.03629048827406881,3.5980760335174664,1.548148148148148,154.06075268817204,0,3074.217814818814,0.41364820543517417,300000
0.8,1.0,58,21.77347242832184,391.3036000000001,0.1338794822849631,3.6793693965344083,1.6,159.38602150537633,0,2481.1271531281645,0.43716974798430747,300000
0.8,1.0,59,201.4160268008709,460.97000000000037,0.053830898053235224,3.8118928552777205,1.5925925925925926,153.7521505376344,0,3097.8520808554103,0.4017392717874967,300000
0.8,1.0,60,111.24934256076813,53.63100000000012,0.3421981496589716,0.11610268457925713,0.37407407407407406,182.01559139784948,0,2966.277098912731,0.503365525832543,300000
0.8,1.0,61,102.94219851493835,-35.700000000000045,0.44030296466645497,2.536374383941385,1.492962962962963,179.87365591397847,0,2682.168471961823,0.4874545961108982,300000
