phi,seed,bullwhip,lost_sales,inventory_variance,economic_reward
0.0,0,0.0,0.8194945848375451,25219.152069603413,-11.989666666666666
0.0,1,0.0,0.8194945848375451,25219.152069603413,-11.989666666666666
0.5,0,0.0,0.8194945848375451,25219.152069603413,-11.989666666666666
0.5,1,0.0,0.8194945848375451,25219.152069603413,-11.989666666666666
1.0,0,0.0,0.8194945848375451,25219.152069603413,-11.989666666666666
1.0,1,0.0,0.8194945848375451,25219.152069603413,-11.989666666666666
