lambda,order_qty,inventory,lost_sales,profit
1.0,0.03744358851953789,196.7494623655914,0.5023255782134051,-128.10000000000002
2.0,0.062242835157171446,196.88279569892472,0.498815942362598,-125.85659999999996
3.0,0.2238057456524284,194.147311827957,0.4525581360347456,-71.10199999999996
4.0,0.04213090729934198,196.0505376344086,0.49410994823797544,-119.94039999999995
5.0,0.0020069694684611426,196.7494623655914,0.5023255782134051,-128.10000000000002
7.0,0.00554245169515963,196.7494623655914,0.5023255782134051,-128.10000000000002
10.0,0.2581857748302045,192.0774193548387,0.45770649212219305,-70.757
